,algorithm,data_group,dataset,EQ NB,random_state,target_noise,true_model,# EVALUATIONS,STARTED,FINISHED,symbolic_error,symbolic_fraction,symbolic_error_is_zero,symbolic_error_is_constant,symbolic_fraction_is_constant,sympy_exception,symbolic_solution,symbolic_model,model_size,simplified_symbolic_model,simplified_complexity,mse_test,mae_test,r2_test,r2_zero_test,accuracy_solution
0,PhySO,Feynman,feynman_I_6_2a,0,0,0.1,0.399*exp(-theta**2/2),991378,True,True,1.0*(0.39898681640625 - 0.39801025390625*I)*exp(-0.5*theta**2),-1.0*I,False,False,True,,True,0.398219315230265*(-4.06682008321403e-5 - exp(-theta**2))**0.5,14,0.39801025390625*I*exp(-0.5*theta**2),9,inf,inf,0.0,0.0,False
1,PhySO,Feynman,feynman_I_6_2a,0,1,0.1,0.399*exp(-theta**2/2),990962,True,True,0.39898681640625*exp(-0.5*theta**2) - 0.39697265625*exp(-0.498*theta**2),1.0*exp(-0.00201*theta**2),False,False,True,,True,0.397381747873145*exp(-0.497512899322329*theta**2),8,0.397*exp(-0.498*theta**2),8,5.43034861052742e-08,0.00021470411061619234,0.9999889145053582,0.9999889180958657,True
2,PhySO,Feynman,feynman_I_6_2a,0,2,0.1,0.399*exp(-theta**2/2),991351,True,True,-0.00103759765625*exp(-0.5*theta**2),0.997,False,False,True,,True,0.399567144578335*exp(-0.499759743289073*theta**2),8,0.4*exp(-0.5*theta**2),8,4.47934143246388e-08,0.00016942644306426328,0.9999908205581362,0.9999907695063007,True
3,PhySO,Feynman,feynman_I_6_2a,0,3,0.1,0.399*exp(-theta**2/2),993701,True,True,-0.4000244140625*exp(-0.501*theta**2) + 0.39898681640625*exp(-0.5*theta**2),0.997,False,False,True,,True,0.399851541036746*exp(-0.501203429546299*theta**2),8,0.4*exp(-0.501*theta**2),8,1.1796552871268869e-08,9.772436255893679e-05,0.9999976063442774,0.9999975937435703,True
4,PhySO,Feynman,feynman_I_6_2a,0,4,0.1,0.399*exp(-theta**2/2),992974,True,True,-0.4000244140625*exp(-0.502*theta**2) + 0.39898681640625*exp(-0.5*theta**2),0.997*exp(0.00201*theta**2),False,False,True,,True,0.400482665461909*exp(-0.501993663291545*theta**2),8,0.4*exp(-0.502*theta**2),8,3.253956953841859e-08,0.0001614888564845109,0.9999933550521148,0.9999933433325306,True
5,PhySO,Feynman,feynman_I_6_2,1,0,0.1,0.399*exp(-theta**2/(2*sigma**2))/sigma,993557,True,True,(theta**0.5 - 1.3349609375)*exp(-sigma) - 0.121994018554688 + 0.39898681640625*exp(-theta**2/(2*sigma**2))/sigma,0.39898681640625*exp(sigma - theta**2/(2*sigma**2))/(sigma*(-theta**0.5 + 0.121994018554688*exp(sigma) + 1.3349609375)),False,False,False,,False,(1.3347431567069 - theta**0.5)*exp(-sigma) + 0.122338461878521,14,-(theta**0.5 - 1.33)*exp(-sigma) + 0.122,13,0.00010489002167979481,0.00805824473483308,0.9428298455589166,0.9419664589156211,False
6,PhySO,Feynman,feynman_I_6_2,1,1,0.1,0.399*exp(-theta**2/(2*sigma**2))/sigma,994441,True,True,-0.144012451171875*exp(-(1.25*theta - 1.86)/sigma) + 0.39898681640625*exp(-theta**2/(2*sigma**2))/sigma,2.77*exp((2.5*theta - 3.72 - theta**2/sigma)/(2*sigma))/sigma,False,False,False,,False,0.14404480108804*exp(0.5*(3.72045893052851 - 2.49260104650392*theta)/sigma),13,0.144*exp((1.86 - 1.25*theta)/sigma),12,0.00019057901738213335,0.011369038900837144,0.8947606887284931,0.8954492769581376,False
7,PhySO,Feynman,feynman_I_6_2,1,2,0.1,0.399*exp(-theta**2/(2*sigma**2))/sigma,995861,True,True,-0.12799072265625 + 0.12799072265625*(theta - 1.81298828125 + 0.0770263671875/theta)/sigma + 0.39898681640625*exp(-theta**2/(2*sigma**2))/sigma,0.39898681640625*exp(-theta**2/(2*sigma**2))/(sigma*(0.12799072265625 - 0.12799072265625*(theta - 1.81298828125 + 0.0770263671875/theta)/sigma)),False,False,False,,False,0.127996300330165 - 0.127996300330165*(theta - 1.81348479071871 + 0.0771434837610682/theta)/sigma,15,0.128 - 0.128*(theta - 1.81 + 0.077/theta)/sigma,15,0.00014253251333659313,0.009424815225567863,0.9200106532288415,0.9215746897117038,False
8,PhySO,Feynman,feynman_I_6_2,1,3,0.1,0.399*exp(-theta**2/(2*sigma**2))/sigma,995693,True,True,-log(1.15 + 0.162*cos(theta)/sigma) + 0.39898681640625*exp(-theta**2/(2*sigma**2))/sigma,0.39898681640625*exp(-theta**2/(2*sigma**2))/(sigma*log(1.15 + 0.162*cos(theta)/sigma)),False,False,False,,False,log(1.15067295387259 + 0.161906027482335*cos(theta)/sigma),10,log(1.15 + 0.162*cos(theta)/sigma),10,0.00013166312824203615,0.008890655531076,0.9278337830072956,0.927944827554998,False
9,PhySO,Feynman,feynman_I_6_2,1,4,0.1,0.399*exp(-theta**2/(2*sigma**2))/sigma,994847,True,True,log(0.249*(1 + 0.943*(theta - 1.61)/sigma)**0.5 + 0.625) + 0.39898681640625*exp(-theta**2/(2*sigma**2))/sigma,-0.39898681640625*exp(-theta**2/(2*sigma**2))/(sigma*log(0.249*(1 + 0.943*(theta - 1.61)/sigma)**0.5 + 0.625)),False,False,False,,False,-log(0.249315650634658*(1 + 0.943065675769492*(theta - 1.62490506431072)/sigma)**0.5 + 0.624905064310723),19,-log(0.249*(1 + 0.943*(theta - 1.63)/sigma)**0.5 + 0.625),19,0.00012719598945725333,0.009061758518408998,0.9297155136897828,0.9310629248671384,False
